id,original_id,category,dataset,image_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate,split
high_quality_architectural_01169,10737,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01169_10737.png,../data/cubicasa5k/high_quality_architectural/10737/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,774,863,0.8968713789107764,481,2,,True,True,1,contemporary,288,train
high_quality_architectural_01170,12252,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01170_12252.png,../data/cubicasa5k/high_quality_architectural/12252/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,494,644,0.7670807453416149,138,2,,False,False,1,modern,320,train
high_quality_architectural_01173,5539,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01173_5539.png,../data/cubicasa5k/high_quality_architectural/5539/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,751,860,0.8732558139534884,314,2,,False,False,1,traditional,400,train
high_quality_architectural_01174,13179,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01174_13179.png,../data/cubicasa5k/high_quality_architectural/13179/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,714,824,0.866504854368932,370,2,,False,True,1,modern,388,train
high_quality_architectural_01175,6348,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01175_6348.png,../data/cubicasa5k/high_quality_architectural/6348/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,957,873,1.0962199312714778,852,2,,False,False,1,modern,360,train
high_quality_architectural_01176,693,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01176_693.png,../data/cubicasa5k/high_quality_architectural/693/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,463,906,0.5110375275938189,337,2,,False,False,1,traditional,370,train
high_quality_architectural_01179,9556,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01179_9556.png,../data/cubicasa5k/high_quality_architectural/9556/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,468,667,0.7016491754122939,207,2,,True,False,1,traditional,360,train
high_quality_architectural_01180,4847,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01180_4847.png,../data/cubicasa5k/high_quality_architectural/4847/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,504,781,0.645326504481434,96,2,,True,False,1,contemporary,248,train
high_quality_architectural_01181,5995,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01181_5995.png,../data/cubicasa5k/high_quality_architectural/5995/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,1012,499,2.0280561122244487,719,4,,False,True,1,contemporary,600,train
high_quality_architectural_01182,9535,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01182_9535.png,../data/cubicasa5k/high_quality_architectural/9535/F1_original.png,Contemporary spacious 6-room house with balcony (architectural quality),512,512,1064,944,1.1271186440677967,473,6,,True,False,1,contemporary,1158,train
high_quality_architectural_01183,294,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01183_294.png,../data/cubicasa5k/high_quality_architectural/294/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,277,514,0.5389105058365758,86,2,,True,False,1,contemporary,380,train
high_quality_architectural_01184,12800,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01184_12800.png,../data/cubicasa5k/high_quality_architectural/12800/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,513,870,0.5896551724137931,105,2,,False,True,1,modern,352,train
high_quality_architectural_01185,8083,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01185_8083.png,../data/cubicasa5k/high_quality_architectural/8083/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,555,254,2.1850393700787403,66,2,,False,True,1,contemporary,358,train
high_quality_architectural_01186,13328,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01186_13328.png,../data/cubicasa5k/high_quality_architectural/13328/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,706,517,1.3655705996131529,189,2,,False,True,1,contemporary,358,train
high_quality_architectural_01187,5768,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01187_5768.png,../data/cubicasa5k/high_quality_architectural/5768/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,1183,875,1.352,708,2,,True,True,1,contemporary,320,train
high_quality_architectural_01188,6589,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01188_6589.png,../data/cubicasa5k/high_quality_architectural/6589/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,554,731,0.7578659370725034,193,2,,True,True,1,modern,298,train
high_quality_architectural_01189,8413,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01189_8413.png,../data/cubicasa5k/high_quality_architectural/8413/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,720,599,1.2020033388981637,103,2,,False,False,1,traditional,314,train
high_quality_architectural_01190,7669,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01190_7669.png,../data/cubicasa5k/high_quality_architectural/7669/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,420,417,1.0071942446043165,113,2,,False,False,1,modern,260,train
high_quality_architectural_01191,11827,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01191_11827.png,../data/cubicasa5k/high_quality_architectural/11827/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,972,835,1.164071856287425,504,2,,True,True,1,modern,270,train
high_quality_architectural_01192,6126,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01192_6126.png,../data/cubicasa5k/high_quality_architectural/6126/F1_original.png,Contemporary 4-room apartment with balcony and garage (architectural quality),512,512,1129,1397,0.8081603435934145,669,4,,True,True,1,contemporary,648,train
high_quality_architectural_01195,10102,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01195_10102.png,../data/cubicasa5k/high_quality_architectural/10102/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,585,885,0.6610169491525424,553,2,,False,False,1,contemporary,312,train
high_quality_architectural_01196,3202,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01196_3202.png,../data/cubicasa5k/high_quality_architectural/3202/F1_original.png,Modern spacious 6-room house (architectural quality),512,512,1775,890,1.9943820224719104,684,6,,False,False,1,modern,1026,train
high_quality_architectural_01198,6542,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01198_6542.png,../data/cubicasa5k/high_quality_architectural/6542/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,347,507,0.6844181459566075,126,2,,True,False,1,modern,340,train
high_quality_architectural_01200,1767,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01200_1767.png,../data/cubicasa5k/high_quality_architectural/1767/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,419,965,0.4341968911917098,77,2,,False,False,1,modern,358,train
high_quality_architectural_01201,14790,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01201_14790.png,../data/cubicasa5k/high_quality_architectural/14790/F1_original.png,Traditional 4-room apartment (architectural quality),512,512,1102,587,1.877342419080068,534,4,,False,False,1,traditional,640,train
high_quality_architectural_01204,2572,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01204_2572.png,../data/cubicasa5k/high_quality_architectural/2572/F1_original.png,Traditional 4-room apartment with garage (architectural quality),512,512,862,1057,0.815515610217597,547,4,,False,True,1,traditional,636,train
high_quality_architectural_01206,11440,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01206_11440.png,../data/cubicasa5k/high_quality_architectural/11440/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,536,718,0.7465181058495822,276,2,,False,False,1,contemporary,342,train
high_quality_architectural_01209,5905,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01209_5905.png,../data/cubicasa5k/high_quality_architectural/5905/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,523,820,0.6378048780487805,434,2,,False,False,1,traditional,384,train
high_quality_architectural_01210,1599,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01210_1599.png,../data/cubicasa5k/high_quality_architectural/1599/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,439,895,0.4905027932960893,245,2,,False,False,1,modern,386,train
high_quality_architectural_01211,13579,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01211_13579.png,../data/cubicasa5k/high_quality_architectural/13579/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,531,1179,0.4503816793893129,323,2,,True,True,1,contemporary,340,train
high_quality_architectural_01212,14338,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01212_14338.png,../data/cubicasa5k/high_quality_architectural/14338/F1_original.png,Traditional 4-room apartment (architectural quality),512,512,1461,647,2.2581143740340033,341,4,,False,False,1,traditional,532,train
high_quality_architectural_01213,8070,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01213_8070.png,../data/cubicasa5k/high_quality_architectural/8070/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,502,882,0.5691609977324263,270,2,,True,True,1,traditional,316,train
high_quality_architectural_01215,11478,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01215_11478.png,../data/cubicasa5k/high_quality_architectural/11478/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,466,549,0.848816029143898,154,2,,True,True,1,contemporary,246,train
high_quality_architectural_01217,12209,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01217_12209.png,../data/cubicasa5k/high_quality_architectural/12209/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,253,529,0.4782608695652174,76,2,,False,True,1,modern,256,train
high_quality_architectural_01218,1109,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01218_1109.png,../data/cubicasa5k/high_quality_architectural/1109/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,466,909,0.5126512651265126,214,2,,False,False,1,contemporary,282,train
high_quality_architectural_01219,3008,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01219_3008.png,../data/cubicasa5k/high_quality_architectural/3008/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,530,373,1.420911528150134,93,2,,False,True,1,contemporary,280,train
high_quality_architectural_01221,11447,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01221_11447.png,../data/cubicasa5k/high_quality_architectural/11447/F1_original.png,Traditional 4-room apartment with garage (architectural quality),512,512,603,497,1.2132796780684103,215,4,,False,True,1,traditional,544,train
high_quality_architectural_01226,11023,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01226_11023.png,../data/cubicasa5k/high_quality_architectural/11023/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,1027,1393,0.7372577171572147,911,2,,False,False,1,contemporary,374,train
high_quality_architectural_01227,8619,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01227_8619.png,../data/cubicasa5k/high_quality_architectural/8619/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,741,824,0.8992718446601942,496,2,,False,True,1,modern,356,train
high_quality_architectural_01229,14797,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01229_14797.png,../data/cubicasa5k/high_quality_architectural/14797/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,337,650,0.5184615384615384,199,2,,False,False,1,modern,316,train
high_quality_architectural_01230,10105,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01230_10105.png,../data/cubicasa5k/high_quality_architectural/10105/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,656,1016,0.6456692913385826,487,2,,True,False,1,traditional,346,train
high_quality_architectural_01231,12652,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01231_12652.png,../data/cubicasa5k/high_quality_architectural/12652/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,1194,788,1.515228426395939,476,2,,False,False,1,modern,350,train
high_quality_architectural_01232,6313,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01232_6313.png,../data/cubicasa5k/high_quality_architectural/6313/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,521,1085,0.480184331797235,327,2,,True,False,1,modern,384,train
high_quality_architectural_01234,9169,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01234_9169.png,../data/cubicasa5k/high_quality_architectural/9169/F1_original.png,Traditional 4-room apartment with balcony (architectural quality),512,512,847,387,2.1886304909560725,210,4,,True,False,1,traditional,752,train
high_quality_architectural_01236,8046,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01236_8046.png,../data/cubicasa5k/high_quality_architectural/8046/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,1248,782,1.5959079283887467,767,4,,False,True,1,modern,540,train
high_quality_architectural_01237,7832,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01237_7832.png,../data/cubicasa5k/high_quality_architectural/7832/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,480,628,0.7643312101910829,209,2,,False,True,1,contemporary,368,train
high_quality_architectural_01239,13319,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01239_13319.png,../data/cubicasa5k/high_quality_architectural/13319/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,866,980,0.8836734693877552,378,2,,True,False,1,traditional,246,train
high_quality_architectural_01241,7658,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01241_7658.png,../data/cubicasa5k/high_quality_architectural/7658/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,639,585,1.0923076923076922,231,2,,True,True,1,traditional,340,train
high_quality_architectural_01243,8422,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01243_8422.png,../data/cubicasa5k/high_quality_architectural/8422/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,1049,798,1.3145363408521302,655,2,,True,False,1,modern,358,train
high_quality_architectural_01244,11218,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01244_11218.png,../data/cubicasa5k/high_quality_architectural/11218/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,723,926,0.7807775377969762,353,2,,True,False,1,modern,352,train
high_quality_architectural_01246,3802,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01246_3802.png,../data/cubicasa5k/high_quality_architectural/3802/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,1045,758,1.378627968337731,523,2,,True,False,1,modern,314,train
high_quality_architectural_01247,9504,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01247_9504.png,../data/cubicasa5k/high_quality_architectural/9504/F1_original.png,Contemporary spacious 6-room house with garage (architectural quality),512,512,890,1020,0.8725490196078431,429,6,,False,True,1,contemporary,774,train
high_quality_architectural_01249,1903,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01249_1903.png,../data/cubicasa5k/high_quality_architectural/1903/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,623,631,0.9873217115689382,160,2,,False,False,1,contemporary,248,train
high_quality_architectural_01250,9352,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01250_9352.png,../data/cubicasa5k/high_quality_architectural/9352/F1_original.png,Traditional 4-room apartment (architectural quality),512,512,645,852,0.7570422535211268,330,4,,False,False,1,traditional,504,train
high_quality_architectural_01252,14755,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01252_14755.png,../data/cubicasa5k/high_quality_architectural/14755/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,602,950,0.6336842105263157,411,2,,True,False,1,modern,392,train
high_quality_architectural_01254,1590,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01254_1590.png,../data/cubicasa5k/high_quality_architectural/1590/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,481,565,0.8513274336283185,61,2,,False,False,1,contemporary,244,train
high_quality_architectural_01255,13326,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01255_13326.png,../data/cubicasa5k/high_quality_architectural/13326/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,1337,455,2.9384615384615387,126,2,,False,True,1,modern,288,train
high_quality_architectural_01258,14331,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01258_14331.png,../data/cubicasa5k/high_quality_architectural/14331/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,560,476,1.1764705882352942,74,2,,False,False,1,contemporary,288,train
high_quality_architectural_01259,5766,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01259_5766.png,../data/cubicasa5k/high_quality_architectural/5766/F1_original.png,Contemporary 4-room apartment with balcony and garage (architectural quality),512,512,1179,1495,0.788628762541806,1024,4,,True,True,1,contemporary,696,train
high_quality_architectural_01260,10557,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01260_10557.png,../data/cubicasa5k/high_quality_architectural/10557/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,1255,895,1.4022346368715084,652,2,,True,False,1,contemporary,322,train
high_quality_architectural_01262,10765,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01262_10765.png,../data/cubicasa5k/high_quality_architectural/10765/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,722,854,0.8454332552693209,335,2,,False,True,1,modern,310,train
high_quality_architectural_01263,10301,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01263_10301.png,../data/cubicasa5k/high_quality_architectural/10301/F1_original.png,Contemporary spacious 6-room house (architectural quality),512,512,909,803,1.13200498132005,271,6,,False,False,1,contemporary,882,train
high_quality_architectural_01265,3001,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01265_3001.png,../data/cubicasa5k/high_quality_architectural/3001/F1_original.png,Contemporary 4-room apartment with balcony and garage (architectural quality),512,512,795,870,0.913793103448276,190,4,,True,True,1,contemporary,564,train
high_quality_architectural_01266,9709,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01266_9709.png,../data/cubicasa5k/high_quality_architectural/9709/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,781,755,1.0344370860927152,324,2,,False,False,1,traditional,400,train
high_quality_architectural_01268,4812,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01268_4812.png,../data/cubicasa5k/high_quality_architectural/4812/F1_original.png,Modern 4-room apartment (architectural quality),512,512,753,609,1.2364532019704433,263,4,,False,False,1,modern,640,train
high_quality_architectural_01269,858,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01269_858.png,../data/cubicasa5k/high_quality_architectural/858/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,339,330,1.0272727272727271,92,2,,True,False,1,contemporary,324,train
high_quality_architectural_01270,8425,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01270_8425.png,../data/cubicasa5k/high_quality_architectural/8425/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,570,519,1.0982658959537572,317,2,,False,False,1,traditional,336,train
high_quality_architectural_01271,5934,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01271_5934.png,../data/cubicasa5k/high_quality_architectural/5934/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,481,619,0.777059773828756,163,2,,False,True,1,modern,390,train
high_quality_architectural_01273,8617,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01273_8617.png,../data/cubicasa5k/high_quality_architectural/8617/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,1168,1267,0.9218626677190211,696,2,,False,False,1,modern,348,train
high_quality_architectural_01274,11449,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01274_11449.png,../data/cubicasa5k/high_quality_architectural/11449/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,522,1155,0.4519480519480519,278,2,,False,True,1,modern,274,train
high_quality_architectural_01275,7835,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01275_7835.png,../data/cubicasa5k/high_quality_architectural/7835/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,627,347,1.806916426512968,93,2,,True,True,1,traditional,336,train
high_quality_architectural_01276,14309,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01276_14309.png,../data/cubicasa5k/high_quality_architectural/14309/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,1660,796,2.085427135678392,463,2,,False,False,1,contemporary,392,train
high_quality_architectural_01277,7694,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01277_7694.png,../data/cubicasa5k/high_quality_architectural/7694/F1_original.png,Modern 4-room apartment with balcony (architectural quality),512,512,1286,564,2.280141843971631,356,4,,True,False,1,modern,548,train
high_quality_architectural_01278,1563,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01278_1563.png,../data/cubicasa5k/high_quality_architectural/1563/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,1273,634,2.0078864353312302,164,2,,False,False,1,contemporary,372,train
high_quality_architectural_01281,10762,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01281_10762.png,../data/cubicasa5k/high_quality_architectural/10762/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,731,1045,0.6995215311004784,430,2,,False,False,1,modern,302,train
high_quality_architectural_01283,6110,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01283_6110.png,../data/cubicasa5k/high_quality_architectural/6110/F1_original.png,Contemporary 4-room apartment with garage (architectural quality),512,512,1045,495,2.111111111111111,370,4,,False,True,1,contemporary,704,train
high_quality_architectural_01284,9158,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01284_9158.png,../data/cubicasa5k/high_quality_architectural/9158/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,1010,789,1.2801013941698351,617,2,,False,True,1,modern,256,train
high_quality_architectural_01289,7036,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01289_7036.png,../data/cubicasa5k/high_quality_architectural/7036/F1_original.png,Contemporary spacious 6-room house (architectural quality),512,512,1844,806,2.2878411910669976,1359,6,,False,False,1,contemporary,1158,train
high_quality_architectural_01290,13113,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01290_13113.png,../data/cubicasa5k/high_quality_architectural/13113/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,2161,2396,0.9019198664440734,849,2,,True,False,1,contemporary,362,train
high_quality_architectural_01292,14104,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01292_14104.png,../data/cubicasa5k/high_quality_architectural/14104/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,1428,797,1.7917189460476788,516,4,,False,False,1,contemporary,792,train
high_quality_architectural_01294,8628,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01294_8628.png,../data/cubicasa5k/high_quality_architectural/8628/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,496,582,0.852233676975945,143,2,,False,True,1,traditional,316,train
high_quality_architectural_01295,11012,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01295_11012.png,../data/cubicasa5k/high_quality_architectural/11012/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,1649,1964,0.8396130346232179,1280,2,,True,False,1,contemporary,284,train
high_quality_architectural_01298,6580,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01298_6580.png,../data/cubicasa5k/high_quality_architectural/6580/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,701,595,1.1781512605042015,106,2,,True,False,1,traditional,288,train
high_quality_architectural_01299,11280,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01299_11280.png,../data/cubicasa5k/high_quality_architectural/11280/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,297,438,0.678082191780822,58,2,,False,False,1,contemporary,334,train
high_quality_architectural_01300,10352,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01300_10352.png,../data/cubicasa5k/high_quality_architectural/10352/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,392,1051,0.3729781160799238,493,2,,False,True,1,traditional,334,train
high_quality_architectural_01301,4879,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01301_4879.png,../data/cubicasa5k/high_quality_architectural/4879/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,1310,835,1.5688622754491015,773,4,,False,True,1,modern,516,train
high_quality_architectural_01302,10160,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01302_10160.png,../data/cubicasa5k/high_quality_architectural/10160/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,1560,4299,0.3628750872295883,833,2,,False,True,1,contemporary,338,train
high_quality_architectural_01303,6712,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01303_6712.png,../data/cubicasa5k/high_quality_architectural/6712/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,986,625,1.5776,349,2,,False,False,1,contemporary,304,train
high_quality_architectural_01304,1153,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01304_1153.png,../data/cubicasa5k/high_quality_architectural/1153/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,1054,536,1.9664179104477613,156,4,,False,False,1,contemporary,740,train
high_quality_architectural_01306,6376,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01306_6376.png,../data/cubicasa5k/high_quality_architectural/6376/F1_original.png,Contemporary 4-room apartment with balcony and garage (architectural quality),512,512,1418,1207,1.1748135874067938,477,4,,True,True,1,contemporary,604,train
high_quality_architectural_01307,6144,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01307_6144.png,../data/cubicasa5k/high_quality_architectural/6144/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,616,523,1.1778202676864244,304,2,,False,True,1,traditional,400,train
high_quality_architectural_01308,14396,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01308_14396.png,../data/cubicasa5k/high_quality_architectural/14396/F1_original.png,Traditional 4-room apartment with balcony (architectural quality),512,512,1342,558,2.4050179211469533,496,4,,True,False,1,traditional,552,train
high_quality_architectural_01310,10736,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01310_10736.png,../data/cubicasa5k/high_quality_architectural/10736/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,510,508,1.0039370078740155,233,2,,True,False,1,traditional,280,train
high_quality_architectural_01311,5507,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01311_5507.png,../data/cubicasa5k/high_quality_architectural/5507/F1_original.png,Modern 4-room apartment (architectural quality),512,512,3161,1449,2.181504485852312,1501,4,,False,False,1,modern,676,train
high_quality_architectural_01313,2510,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01313_2510.png,../data/cubicasa5k/high_quality_architectural/2510/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,951,545,1.744954128440367,410,2,,True,True,1,traditional,348,train
high_quality_architectural_01314,7062,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01314_7062.png,../data/cubicasa5k/high_quality_architectural/7062/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,748,718,1.041782729805014,364,2,,False,False,1,traditional,336,train
